    - Ended scoring round 334/3000 with score 0.96, trading score: -0.64
    - Ended scoring round 335/3000 with score 1.02, trading score: -0.58
    - Ended scoring round 336/3000 with score 1.00, trading score: -0.50
    - Ended scoring round 337/3000 with score 0.84, trading score: -0.54
    - Ended scoring round 338/3000 with score 1.01, trading score: -0.73
    - Ended scoring round 339/3000 with score 0.73, trading score: -0.93
    - Ended scoring round 340/3000 with score 0.47, trading score: -1.06
    - Ended scoring round 341/3000 with score 0.50, trading score: -1.06
    - Ended scoring round 342/3000 with score 1.00, trading score: -1.09
    - Ended scoring round 343/3000 with score 1.07, trading score: -1.06
    - Ended scoring round 344/3000 with score 1.10, trading score: -1.16
    - Ended scoring round 345/3000 with score 0.99, trading score: -1.16
    - Ended scoring round 346/3000 with score 0.27, trading score: -1.11
    - Ended scoring round 347/3000 with score 0.77, trading score: -1.35
    - Ended scoring round 348/3000 with score 0.63, trading score: -1.75
    - Ended scoring round 349/3000 with score 0.48, trading score: -1.75
    - Ended scoring round 350/3000 with score 0.57, trading score: -1.75
    - Ended scoring round 351/3000 with score 0.78, trading score: -1.71
    - Ended scoring round 352/3000 with score 0.51, trading score: -1.35
    - Ended scoring round 353/3000 with score 0.74, trading score: -1.55
    - Ended scoring round 354/3000 with score 0.50, trading score: -1.35
    - Ended scoring round 355/3000 with score 0.55, trading score: -1.62
    - Ended scoring round 356/3000 with score 0.34, trading score: -1.35
    - Ended scoring round 357/3000 with score 0.38, trading score: -1.68
    - Ended scoring round 358/3000 with score 0.37, trading score: -1.75
    - Ended scoring round 359/3000 with score 0.53, trading score: -1.62
    - Ended scoring round 360/3000 with score 0.71, trading score: -1.75
    - Ended scoring round 361/3000 with score 0.88, trading score: -1.75
    - Ended scoring round 362/3000 with score 1.00, trading score: -1.75
    - Ended scoring round 363/3000 with score 0.69, trading score: -1.75
    - Ended scoring round 364/3000 with score 0.66, trading score: -1.72
    - Ended scoring round 365/3000 with score 0.75, trading score: -1.43
    - Ended scoring round 366/3000 with score 0.98, trading score: -1.63
    - Ended scoring round 367/3000 with score 1.04, trading score: -1.75
    - Ended scoring round 368/3000 with score 1.01, trading score: -1.75
