,datadate,turbulence
244,2016-06-20,0.0
245,2016-06-21,0.0
246,2016-06-22,0.0
247,2016-06-23,0.0
248,2016-06-24,0.0
249,2016-06-27,0.0
250,2016-06-28,0.0
251,2016-06-29,0.0
252,2016-06-30,0.0
253,2016-07-01,0.0
254,2016-07-05,64.02704223386228
255,2016-07-06,70.61869441466392
256,2016-07-07,56.73734579768121
257,2016-07-08,50.216486308112714
258,2016-07-11,45.84164964379259
259,2016-07-12,48.53333503852689
260,2016-07-13,42.92867879112201
261,2016-07-14,50.92204839189883
262,2016-07-15,34.88546405674701
263,2016-07-18,44.253465309150506
264,2016-07-19,60.08765929415545
265,2016-07-20,73.07622700368904
266,2016-07-21,70.06376052930878
267,2016-07-22,55.62974782088263
268,2016-07-25,59.584997232498345
269,2016-07-26,90.27737840609609
270,2016-07-27,92.47981316184772
271,2016-07-28,63.7035085153167
272,2016-07-29,73.93740095735289
273,2016-08-01,84.58597874075093
274,2016-08-02,60.43580183301782
275,2016-08-03,47.31876675751391
276,2016-08-04,42.782550346011476
277,2016-08-05,131.41396039011167
278,2016-08-08,79.26534150989967
279,2016-08-09,51.257749948484765
280,2016-08-10,45.07405422349314
281,2016-08-11,62.97557949053041
282,2016-08-12,52.355481739466214
283,2016-08-15,48.360644019992925
284,2016-08-16,58.198552768905216
285,2016-08-17,48.02007315251897
286,2016-08-18,46.240246233498745
287,2016-08-19,54.647748287758404
288,2016-08-22,51.58570474444546
289,2016-08-23,45.77748618558534
290,2016-08-24,38.090157414049415
291,2016-08-25,36.90611669531771
292,2016-08-26,37.54117343253069
293,2016-08-29,35.026068271943686
294,2016-08-30,41.598845952979424
295,2016-08-31,41.21272919808746
296,2016-09-01,43.35165575545626
297,2016-09-02,38.47017197846077
298,2016-09-06,47.782915599461234
299,2016-09-07,44.15499013761366
300,2016-09-08,50.35166225810911
301,2016-09-09,49.65934034990868
302,2016-09-12,45.21465993148918
303,2016-09-13,44.817255202593806
304,2016-09-14,49.62059344228998
305,2016-09-15,53.486933273526375
306,2016-09-16,71.17523811578246
307,2016-09-19,57.4282901791256
308,2016-09-20,57.99509886159486
309,2016-09-21,43.56237059094166
310,2016-09-22,42.49527640217101
311,2016-09-23,34.283390762401176
312,2016-09-26,33.953910532063205
313,2016-09-27,29.696051942531017
314,2016-09-28,51.78319306388185
315,2016-09-29,72.46676230045124
316,2016-09-30,67.40340517515514
317,2016-10-03,50.393167031211796
318,2016-10-04,55.20043516171797
319,2016-10-05,56.622675905487014
320,2016-10-06,72.54324215881367
321,2016-10-07,69.2456324089154
322,2016-10-10,73.37470301208074
323,2016-10-11,58.80566484086264
324,2016-10-12,52.58271067240969
325,2016-10-13,40.847763285811396
326,2016-10-14,38.84279147748052
327,2016-10-17,44.159052255741976
328,2016-10-18,106.06234179500821
329,2016-10-19,96.47920007653804
330,2016-10-20,116.15949047741579
331,2016-10-21,140.36858899418982
332,2016-10-24,129.07316553800615
333,2016-10-25,92.22110099972103
334,2016-10-26,94.13447024911595
335,2016-10-27,72.21902182580845
336,2016-10-28,82.93577760561915
337,2016-10-31,105.78839570609864
338,2016-11-01,104.71101535649834
339,2016-11-02,77.01122461501745
340,2016-11-03,71.11510332636188
341,2016-11-04,60.59321718630646
342,2016-11-07,56.86763370824068
343,2016-11-08,46.74768870718502
344,2016-11-09,70.96672097476068
345,2016-11-10,135.45653482480841
346,2016-11-11,103.78041494706669
347,2016-11-14,215.4458770032367
348,2016-11-15,131.89461657765756
349,2016-11-16,79.75255966500545
350,2016-11-17,86.1051509744896
351,2016-11-18,78.99248723902797
352,2016-11-21,71.17028857098977
353,2016-11-22,91.01235583859759
354,2016-11-23,84.13679222056606
355,2016-11-25,59.009770846975194
356,2016-11-28,60.36040466681392
357,2016-11-29,73.0966111398455
358,2016-11-30,85.80142112531395
359,2016-12-01,105.81845184831626
360,2016-12-02,74.63277091168126
361,2016-12-05,59.31637241304933
362,2016-12-06,57.14556258860085
363,2016-12-07,74.3909966871105
364,2016-12-08,77.00545709041306
365,2016-12-09,63.31360388529484
366,2016-12-12,49.2210410579743
367,2016-12-13,53.5055160129172
368,2016-12-14,53.11473423353768
369,2016-12-15,56.072645136035604
370,2016-12-16,56.0660010022419
371,2016-12-19,51.05875142349122
372,2016-12-20,44.92624565220423
373,2016-12-21,44.33612555936807
374,2016-12-22,50.18771263981898
375,2016-12-23,45.999147351210176
376,2016-12-27,41.13355254697164
377,2016-12-28,39.509891636150925
378,2016-12-29,38.110317914030226
379,2016-12-30,36.526797779192044
380,2017-01-03,65.45846645581122
381,2017-01-04,64.10774517664866
382,2017-01-05,71.38128319508323
383,2017-01-06,63.24112354003744
384,2017-01-09,49.09933020660141
385,2017-01-10,45.7328515664215
386,2017-01-11,34.91190821150822
387,2017-01-12,40.48081116462358
388,2017-01-13,38.56998928988191
389,2017-01-17,33.80331466248671
390,2017-01-18,35.10728749365286
391,2017-01-19,41.667602582935565
392,2017-01-20,60.29086473038867
393,2017-01-23,52.4359506312593
394,2017-01-24,64.61091659598615
395,2017-01-25,64.78707816879627
396,2017-01-26,67.35531838330199
397,2017-01-27,72.84420799212621
398,2017-01-30,67.42560394579938
399,2017-01-31,58.6923751168616
400,2017-02-01,63.01843594668089
401,2017-02-02,63.543313305368905
402,2017-02-03,51.75555000547986
403,2017-02-06,52.75324007371823
404,2017-02-07,57.17459050166933
405,2017-02-08,45.995214674176175
406,2017-02-09,58.55979310926367
407,2017-02-10,82.34973857756593
408,2017-02-13,64.57916182166201
409,2017-02-14,62.92812080911848
410,2017-02-15,80.27082706929924
411,2017-02-16,70.77898964542052
412,2017-02-17,82.859391455887
413,2017-02-21,96.00848380892673
414,2017-02-22,82.84981655321468
415,2017-02-23,77.25668824235426
416,2017-02-24,74.0600948438869
417,2017-02-27,64.65342407167839
418,2017-02-28,58.97253405850731
419,2017-03-01,65.16563509749085
420,2017-03-02,70.53077587183229
421,2017-03-03,59.991628922603844
422,2017-03-06,49.93189370171949
423,2017-03-07,46.591642974654555
424,2017-03-08,54.36207909287674
425,2017-03-09,57.68667802199429
426,2017-03-10,49.56303205496809
427,2017-03-13,53.98003106401952
428,2017-03-14,52.8604917436789
429,2017-03-15,52.82649665909708
430,2017-03-16,50.95106636384679
431,2017-03-17,42.43815720314868
432,2017-03-20,37.13671228020195
433,2017-03-21,32.69479161715847
434,2017-03-22,56.479513487763455
435,2017-03-23,38.9621322558186
436,2017-03-24,37.717567380822075
437,2017-03-27,38.83798801229404
438,2017-03-28,40.589435156607486
439,2017-03-29,40.40511037229005
440,2017-03-30,47.930519582948996
441,2017-03-31,42.28865441430304
442,2017-04-03,34.816146023682585
443,2017-04-04,37.57991988792675
444,2017-04-05,35.11322571561507
445,2017-04-06,33.843962249685546
446,2017-04-07,38.118201391046945
447,2017-04-10,44.7968184484794
448,2017-04-11,46.97121536983954
449,2017-04-12,32.74006841931448
450,2017-04-13,32.69098882872653
451,2017-04-17,37.267893547774065
452,2017-04-18,72.52709245567692
453,2017-04-19,93.76353496906133
454,2017-04-20,98.76633412064368
455,2017-04-21,92.1236078872486
456,2017-04-24,90.96427323763398
457,2017-04-25,124.2312844214079
458,2017-04-26,92.35490674934874
459,2017-04-27,82.43160737481841
460,2017-04-28,77.31246147807246
461,2017-05-01,65.96521210572719
462,2017-05-02,64.06864176847327
463,2017-05-03,69.21465954779059
464,2017-05-04,76.46130398593655
465,2017-05-05,76.05976460905937
466,2017-05-08,75.92179695708931
467,2017-05-09,67.36777470493473
468,2017-05-10,63.30055481443685
469,2017-05-11,58.98305172661483
470,2017-05-12,56.84413028294033
471,2017-05-15,60.413783481878184
472,2017-05-16,66.80791853702951
473,2017-05-17,57.43193142430296
474,2017-05-18,83.26027768627365
475,2017-05-19,77.26391128046045
476,2017-05-22,70.3515130458941
477,2017-05-23,67.80478056394071
478,2017-05-24,81.88243735664693
479,2017-05-25,84.95238583166795
480,2017-05-26,72.72972536610744
481,2017-05-30,65.80452820667652
482,2017-05-31,74.9816102063399
483,2017-06-01,68.6657096350187
484,2017-06-02,73.33095389007765
485,2017-06-05,74.60406069466924
486,2017-06-06,65.7150464823291
