timestamp,open,high,low,close,volume
2016-08-31 20:31:00,217.4613,217.4613,217.4613,217.4613,750000
2016-08-31 19:59:00,217.4100,217.4600,217.4000,217.4600,2548
2016-08-31 19:56:00,217.4100,217.4100,217.4100,217.4100,800
2016-08-31 19:50:00,217.4400,217.4400,217.4400,217.4400,100
2016-08-31 19:46:00,217.4000,217.4000,217.4000,217.4000,1000
2016-08-31 19:45:00,217.4400,217.4400,217.4400,217.4400,998
2016-08-31 19:41:00,217.4100,217.4100,217.4100,217.4100,100
2016-08-31 19:34:00,217.4200,217.4200,217.4200,217.4200,100
2016-08-31 19:33:00,217.4000,217.4000,217.4000,217.4000,100
2016-08-31 19:28:00,217.4000,217.4000,217.3900,217.3900,700
2016-08-31 19:26:00,217.4300,217.4300,217.4300,217.4300,1925
2016-08-31 19:24:00,217.4400,217.4400,217.4400,217.4400,100
2016-08-31 19:23:00,217.4400,217.4400,217.4400,217.4400,400
2016-08-31 19:22:00,217.4400,217.4400,217.4400,217.4400,100
2016-08-31 19:19:00,217.4400,217.4400,217.4400,217.4400,100
2016-08-31 19:16:00,217.4300,217.4300,217.4300,217.4300,1000
2016-08-31 19:11:00,217.4700,217.4700,217.4700,217.4700,4500
2016-08-31 19:09:00,217.4700,217.4700,217.4700,217.4700,600
2016-08-31 19:08:00,217.4400,217.4500,217.4400,217.4500,12697
2016-08-31 19:05:00,217.4400,217.4400,217.4400,217.4400,300
2016-08-31 19:03:00,217.4300,217.4300,217.4300,217.4300,100
2016-08-31 19:00:00,217.4300,217.4400,217.4300,217.4400,200
2016-08-31 18:59:00,217.4400,217.4400,217.4400,217.4400,100
2016-08-31 18:58:00,217.4400,217.4400,217.4400,217.4400,100
2016-08-31 18:53:00,217.4300,217.4300,217.4300,217.4300,1400
2016-08-31 18:52:00,217.4300,217.4300,217.4300,217.4300,900
2016-08-31 18:51:00,217.4300,217.4300,217.4300,217.4300,391
2016-08-31 18:35:00,217.4300,217.4300,217.4300,217.4300,100
2016-08-31 18:29:00,217.4300,217.4300,217.4300,217.4300,100
2016-08-31 18:27:00,217.4200,217.4200,217.4200,217.4200,477
2016-08-31 18:23:00,217.4300,217.4300,217.4300,217.4300,5101
2016-08-31 18:21:00,217.4200,217.4200,217.4200,217.4200,500
2016-08-31 18:20:00,217.4100,217.4300,217.4100,217.4300,8200
2016-08-31 18:11:00,217.4100,217.4100,217.4100,217.4100,150
2016-08-31 18:10:00,217.4200,217.4200,217.4200,217.4200,3000
2016-08-31 18:04:00,217.3800,217.4200,217.3800,217.4200,2099
2016-08-31 18:02:00,217.3900,217.3900,217.3900,217.3900,1000
2016-08-31 18:01:00,217.4300,217.4300,217.4300,217.4300,999
2016-08-31 18:00:00,217.4100,217.4300,217.4100,217.4300,4616
2016-08-31 17:59:00,217.4000,217.4000,217.4000,217.4000,2000
2016-08-31 17:58:00,217.3700,217.4000,217.3700,217.4000,3398
2016-08-31 17:57:00,217.3800,217.3900,217.3700,217.3700,268114
2016-08-31 17:54:00,217.4000,217.4000,217.4000,217.4000,7849
2016-08-31 17:51:00,217.3900,217.3900,217.3900,217.3900,100
2016-08-31 17:47:00,217.4000,217.4000,217.4000,217.4000,1999
2016-08-31 17:45:00,217.3900,217.3900,217.3900,217.3900,1400
2016-08-31 17:44:00,217.3800,217.3800,217.3800,217.3800,6050
2016-08-31 17:42:00,217.3900,217.3900,217.3900,217.3900,3600
2016-08-31 17:39:00,217.3800,217.3800,217.3800,217.3800,400
2016-08-31 17:38:00,217.4000,217.4000,217.4000,217.4000,102
2016-08-31 17:37:00,217.4000,217.4000,217.4000,217.4000,198
2016-08-31 17:33:00,217.3800,217.3800,217.3800,217.3800,100
2016-08-31 17:32:00,217.3800,217.3800,217.3800,217.3800,2451
2016-08-31 17:30:00,217.3800,217.3800,217.3800,217.3800,400
2016-08-31 17:29:00,217.3700,217.3800,217.3500,217.3800,19550
2016-08-31 17:28:00,217.4000,217.4000,217.3600,217.3700,12802
2016-08-31 17:27:00,217.4300,217.4300,217.4300,217.4300,1250
2016-08-31 17:26:00,217.4100,217.4400,217.4100,217.4300,23339
2016-08-31 17:25:00,217.4000,217.4000,217.4000,217.4000,2500
