timestamp,close,open,high,low,volume
1999-11-01,96.7500,98.5000,98.8100,96.3700,9551800
1999-11-02,94.8100,96.7500,96.8100,93.6900,11105400
1999-11-03,94.3700,95.8700,95.9400,93.5000,10369100
1999-11-04,91.5600,94.4400,94.4400,90.0000,16697600
1999-11-05,90.2500,92.7500,92.9400,90.1900,13737600
1999-11-08,93.9400,90.5000,93.9400,90.5000,8522300
1999-11-09,93.6200,95.0600,95.5000,92.1200,9551200
1999-11-10,97.0000,94.6200,97.0600,94.1200,8680300
1999-11-11,95.0000,97.5000,97.5000,94.8700,7147500
1999-11-12,95.8700,96.0000,96.2500,93.0000,9668400
1999-11-15,94.0600,96.0000,96.3700,93.8700,6259400
1999-11-16,94.6200,94.6200,95.0000,93.0000,8537400
1999-11-17,93.7500,94.8700,94.8700,92.6200,8355100
1999-11-18,98.0000,94.0000,98.2500,93.5600,18720500
1999-11-19,103.9400,99.0000,105.1200,98.3700,19678400
1999-11-22,107.8700,105.5000,108.4400,104.4400,13681600
1999-11-23,106.0600,108.8100,109.8700,106.0000,10665200
1999-11-24,104.5000,105.0000,105.0000,101.8100,9710400
1999-11-26,105.0000,105.9400,106.0000,104.1200,3108400
1999-11-29,104.1900,104.9400,104.9400,103.3700,5677700
1999-11-30,103.0600,103.6900,104.5000,102.1200,5758700
1999-12-01,103.4200,102.5600,104.4400,102.2500,5336400
1999-12-02,105.2700,103.4400,106.3100,103.3700,6216900
1999-12-03,111.8700,109.8100,112.8700,107.9400,14680300
1999-12-06,116.0000,113.0000,116.5000,112.5000,9928300
1999-12-07,116.6200,117.0000,119.1900,115.4400,11326100
1999-12-08,118.2800,116.2500,121.0000,115.5000,8139800
1999-12-09,113.3700,120.5000,122.1200,112.2500,16643000
1999-12-10,109.0000,111.6200,111.9400,107.5600,12588800
1999-12-13,109.7000,108.1200,112.7500,106.5600,7135200
1999-12-14,109.2500,110.1900,110.1900,106.8700,7437900
1999-12-15,107.0000,107.7500,107.9400,104.5000,9437900
1999-12-16,109.1900,108.0000,109.6900,105.7500,7122300
1999-12-17,110.0000,110.6900,111.0600,108.6200,7676800
1999-12-20,109.2000,109.0600,110.4400,107.7500,4836300
1999-12-21,110.1200,108.5000,110.1200,108.0600,4773500
1999-12-22,108.0000,109.8700,110.3100,108.0000,4005600
1999-12-23,108.6200,109.1200,110.4400,108.1900,4528700
1999-12-27,109.7500,109.6900,110.0000,108.1200,3740700
1999-12-28,109.8100,109.5600,110.7500,109.0600,4083100
1999-12-29,109.0000,110.4400,110.5000,108.7500,2683300
1999-12-30,108.7500,109.6900,110.5000,108.5600,3435100
1999-12-31,107.8700,109.1900,109.5000,106.6200,2870300
2000-01-03,116.0000,112.4400,116.0000,111.8700,10347700
2000-01-04,112.0600,114.0000,114.5000,110.8700,8227800
2000-01-05,116.0000,112.9400,119.7500,112.1200,12733200
2000-01-06,114.0000,118.0000,118.9400,113.5000,7971900
2000-01-07,113.5000,117.2500,117.9400,110.6200,11856700
2000-01-10,118.0000,117.2500,119.3700,115.3700,8540500
2000-01-11,119.0000,117.8700,121.1200,116.6200,7873300
2000-01-12,119.5000,119.6200,122.0000,118.2500,6803800
2000-01-13,118.2500,119.9400,121.0000,115.7500,8489700
2000-01-14,119.6200,120.9400,123.3100,117.5000,10956600
2000-01-18,115.7500,119.6900,119.7500,115.0000,7643900
2000-01-19,119.5000,115.5600,122.0000,112.6900,8634500
2000-01-20,119.0000,123.0000,124.7500,119.0000,17783400
2000-01-21,121.5000,121.8700,123.0000,119.9400,7868700
2000-01-24,121.5000,121.8700,122.8700,116.5600,6499200
2000-01-25,119.1200,116.7500,119.5000,116.0000,6936900
2000-01-26,116.7500,119.0600,119.9400,116.0000,4895100
2000-01-27,113.5000,118.0000,118.4400,111.6200,8324600
2000-01-28,111.5600,112.7500,114.1900,110.0600,6669400
2000-01-31,112.2500,111.3700,112.8100,109.6200,6202700
2000-02-01,110.0000,112.3700,113.4400,109.1200,7304700
2000-02-02,113.5000,112.0000,115.8100,110.3700,7707700
2000-02-03,117.1200,115.0000,117.5000,114.0600,6213800
2000-02-04,115.6200,118.1900,118.4400,114.8100,5405300
2000-02-07,114.1200,116.0000,116.8700,113.1200,5779500
2000-02-08,118.8100,116.9400,119.0000,116.1900,5464300
2000-02-09,117.3700,119.0000,119.7500,117.0000,5374700
2000-02-10,119.1200,117.6900,119.1200,116.8700,4446600
2000-02-11,115.3700,119.0600,119.4400,114.5600,5749400
2000-02-14,116.0600,116.0000,116.3700,114.5000,4544000
2000-02-15,117.1200,115.8700,117.4400,113.8700,5177500
2000-02-16,115.7500,116.5000,117.3100,115.2500,3966900
2000-02-17,116.7500,116.5000,118.8700,115.7500,5237500
2000-02-18,112.5000,115.2500,115.9400,111.5000,7673400
2000-02-22,111.0000,112.0000,113.4400,108.7500,7654800
2000-02-23,108.7500,110.5000,110.5000,108.5000,7435300
2000-02-24,110.5000,108.8100,111.0000,108.1900,9112000
2000-02-25,108.0000,109.8700,109.8700,104.9400,10312200
2000-02-28,104.5000,104.6200,106.5000,103.9400,8479900
2000-02-29,102.7500,105.5600,105.5600,100.9400,10484900
2000-03-01,100.2500,102.0000,105.5000,100.0600,10807800
2000-03-02,103.1200,100.5000,105.4400,99.5000,11192900
2000-03-03,108.0000,107.2500,110.0000,106.0600,10162800
2000-03-06,103.0600,109.9400,111.0000,101.0000,10747400
2000-03-07,103.0000,106.0000,107.0000,101.6900,10035100
2000-03-08,106.2500,103.0000,106.8700,102.7500,8376400
2000-03-09,108.0000,106.5000,108.0000,104.1200,6334100
2000-03-10,105.2500,107.6200,109.0000,105.0000,7093200
2000-03-13,107.6900,104.0000,109.0000,102.5000,7871000
2000-03-14,108.6200,107.7500,110.0000,107.3700,7973700
