timestamp,close,open,high,low,volume
1999-11-01,27.7343966820737,27.787173840364993,28.156613948404036,27.70800810292806,2852100
1999-11-02,27.048293624286902,27.73439668207369,27.998282473530146,26.99551646599561,3691300
1999-11-03,27.5232880489086,27.444122311471663,27.734396682073765,27.312179415743433,2498800
1999-11-04,27.787173840365,27.708008102928062,27.97189389438452,27.68161952378242,3183100
1999-11-05,27.8399509986563,27.971893894384525,28.156613948404047,27.787173840365003,3442600
1999-11-08,27.5496766280542,27.86633957780195,27.945505315238886,27.41773373232597,2241800
1999-11-09,27.338567994889004,27.813562419510628,27.813562419510628,27.259402257452066,2106400
1999-11-10,27.1802365200152,27.04829362428697,27.31217941574343,26.995516465995678,2689100
1999-11-11,27.3913451531803,27.20662509916078,27.444122311471595,27.153847940869493,1388400
1999-11-12,27.465233174788096,27.518152699209654,27.59753198584199,27.06833674162642,1496700
1999-11-15,27.385853888155804,27.46523317478814,27.49169293699892,27.147716028258795,1611500
1999-11-16,28.073807705636096,27.597531985842082,28.073807705636096,27.544612461420524,2940000
1999-11-17,27.9415088945822,28.020888181214538,28.285485803322324,27.888589370160645,2457200
1999-11-18,27.6239917480528,27.75629055910669,27.78275032131747,27.412313650366567,1733200
1999-11-19,27.835669845739005,27.623991748052777,27.835669845739005,27.465233174788104,1531500
1999-11-22,27.8621296079498,27.809210083528242,27.99442841900369,27.623991748052795,1644500
1999-11-23,27.5181526992097,27.75629055910671,27.75629055910671,27.385853888155808,2105600
1999-11-24,27.7298307968959,27.412313650366556,27.75629055910668,27.412313650366556,1801200
1999-11-26,27.3064746015235,27.782750321317515,27.809210083528292,27.3064746015235,671200
1999-11-29,27.8092100835283,27.25355507710195,27.862129607949857,26.936037930572606,2038400
1999-11-30,27.465233174788096,27.59753198584199,27.703371034685105,27.41231365036654,1730500
1999-12-01,27.121256266048,27.33293436373423,27.35939412594501,26.7508195950971,2292600
1999-12-02,26.4862219729893,26.77727935730786,26.80373911951864,26.195164588670735,3267000
